"","id","ar_typ_","county_1","region","ALAND","AWATER"
"2002","Clackamas-Center","Center","Clackamas","Portland Metro",7837455373,126207074
"2003","Clackamas-Center","Center","Clackamas","Portland Metro",7837455373,126207074
"2004","Clackamas-Center","Center","Clackamas","Portland Metro",7837455373,126207074
"2005","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2006","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2007","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2008","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2009","Clackamas-Center","Center","Clackamas","Portland Metro",7837455373,126207074
"2010","Clackamas-Center","Center","Clackamas","Portland Metro",7837455373,126207074
"2011","Clackamas-Center","Center","Clackamas","Portland Metro",7837455373,126207074
"2012","Umatilla-Outer","Outer","Umatilla","Northeast",76231954730,338603126
"2013","Clackamas-Center","Center","Clackamas","Portland Metro",7837455373,126207074
"2014","Hood River-Outer","Outer","Hood River","Northeast",76231954730,338603126
"2015","Hood River-Center","Center","Hood River","Northeast",76231954730,338603126
"2016","Hood River-Outer","Outer","Hood River","Northeast",76231954730,338603126
"2017","Polk-Fringe","Fringe","Polk","Willamette Valley",26303551596,535237434
"2018","Polk-Fringe","Fringe","Polk","Willamette Valley",26303551596,535237434
"2019","Polk-Fringe","Fringe","Polk","Willamette Valley",26303551596,535237434
"2020","Polk-Center","Center","Polk","Willamette Valley",26303551596,535237434
"2021","Polk-Inner","Inner","Polk","Willamette Valley",26303551596,535237434
"2022","Polk-Center","Center","Polk","Willamette Valley",26303551596,535237434
"2023","Hood River-Outer","Outer","Hood River","Northeast",76231954730,338603126
"2024","Hood River-Center","Center","Hood River","Northeast",76231954730,338603126
"2025","Hood River-Center","Center","Hood River","Northeast",76231954730,338603126
"2026","Polk-Inner","Inner","Polk","Willamette Valley",26303551596,535237434
"2027","Umatilla-Outer","Outer","Umatilla","Northeast",76231954730,338603126
"2028","Jackson-Outer","Outer","Jackson","Southwest",32846296458,1783626345
"2029","Malheur-Inner","Inner","Malheur","Southeast",88327640728,1422765901
"2030","Crook-Outer","Outer","Crook","Northeast",76231954730,338603126
"2031","Crook-Fringe","Fringe","Crook","Northeast",76231954730,338603126
"2032","Crook-Inner","Inner","Crook","Northeast",76231954730,338603126
"2033","Crook-Inner","Inner","Crook","Northeast",76231954730,338603126
"2034","Crook-Outer","Outer","Crook","Northeast",76231954730,338603126
"2035","Crook-Outer","Outer","Crook","Northeast",76231954730,338603126
"2036","Crook-Fringe","Fringe","Crook","Northeast",76231954730,338603126
"2037","Crook-Center","Center","Crook","Northeast",76231954730,338603126
"2038","Crook-Center","Center","Crook","Northeast",76231954730,338603126
"2039","Crook-Center","Center","Crook","Northeast",76231954730,338603126
"2040","Crook-Outer","Outer","Crook","Northeast",76231954730,338603126
"2041","Crook-Fringe","Fringe","Crook","Northeast",76231954730,338603126
"2042","Crook-Center","Center","Crook","Northeast",76231954730,338603126
"2043","Lincoln-Inner","Inner","Lincoln","North Coast",9245287925,1890452492
"2044","Jackson-Center","Center","Jackson","Southwest",32846296458,1783626345
"2045","Jackson-Center","Center","Jackson","Southwest",32846296458,1783626345
"2046","Jackson-Center","Center","Jackson","Southwest",32846296458,1783626345
"2047","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"2048","Deschutes-Outer","Outer","Deschutes","Deschutes",7815590704,94710204
"2049","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"2050","Yamhill-Center","Center","Yamhill","Willamette Valley",26303551596,535237434
"2051","Union-Center","Center","Union","Northeast",76231954730,338603126
"2052","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2053","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"2054","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"2055","Yamhill-Center","Center","Yamhill","Willamette Valley",26303551596,535237434
"2056","Yamhill-Center","Center","Yamhill","Willamette Valley",26303551596,535237434
"2057","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2058","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2059","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2060","Yamhill-Center","Center","Yamhill","Willamette Valley",26303551596,535237434
"2061","Yamhill-Outer","Outer","Yamhill","Willamette Valley",26303551596,535237434
"2062","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2063","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2064","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2065","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2066","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2067","Coos-Fringe","Fringe","Coos","Southwest",32846296458,1783626345
"2068","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2069","Coos-Fringe","Fringe","Coos","Southwest",32846296458,1783626345
"2070","Coos-Inner","Inner","Coos","Southwest",32846296458,1783626345
"2071","Coos-Fringe","Fringe","Coos","Southwest",32846296458,1783626345
"2072","Coos-Fringe","Fringe","Coos","Southwest",32846296458,1783626345
"2073","Coos-Fringe","Fringe","Coos","Southwest",32846296458,1783626345
"2074","Coos-Fringe","Fringe","Coos","Southwest",32846296458,1783626345
"2075","Coos-Fringe","Fringe","Coos","Southwest",32846296458,1783626345
"2076","Coos-Fringe","Fringe","Coos","Southwest",32846296458,1783626345
"2077","Coos-Outer","Outer","Coos","Southwest",32846296458,1783626345
"2078","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2079","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2080","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2081","Coos-Fringe","Fringe","Coos","Southwest",32846296458,1783626345
"2082","Coos-Outer","Outer","Coos","Southwest",32846296458,1783626345
"2083","Coos-Center","Center","Coos","Southwest",32846296458,1783626345
"2084","Jackson-Inner","Inner","Jackson","Southwest",32846296458,1783626345
"2085","Coos-Center","Center","Coos","Southwest",32846296458,1783626345
"2086","Coos-Center","Center","Coos","Southwest",32846296458,1783626345
"2087","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2088","Coos-Center","Center","Coos","Southwest",32846296458,1783626345
"2089","Coos-Fringe","Fringe","Coos","Southwest",32846296458,1783626345
"2090","Lane-Inner","Inner","Lane","Willamette Valley",26303551596,535237434
"2091","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2092","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2093","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2094","Clackamas-Inner","Inner","Clackamas","Portland Metro",7837455373,126207074
"2095","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2096","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2097","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2098","Lincoln-Outer","Outer","Lincoln","North Coast",9245287925,1890452492
"2099","Lincoln-Fringe","Fringe","Lincoln","North Coast",9245287925,1890452492
"2100","Lincoln-Inner","Inner","Lincoln","North Coast",9245287925,1890452492
"2101","Lincoln-Center","Center","Lincoln","North Coast",9245287925,1890452492
"2102","Coos-Center","Center","Coos","Southwest",32846296458,1783626345
"2103","Coos-Inner","Inner","Coos","Southwest",32846296458,1783626345
"2104","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2105","Lincoln-Fringe","Fringe","Lincoln","North Coast",9245287925,1890452492
"2106","Lincoln-Outer","Outer","Lincoln","North Coast",9245287925,1890452492
"2107","Lincoln-Outer","Outer","Lincoln","North Coast",9245287925,1890452492
"2108","Lincoln-Outer","Outer","Lincoln","North Coast",9245287925,1890452492
"2109","Lincoln-Fringe","Fringe","Lincoln","North Coast",9245287925,1890452492
"2110","Lincoln-Outer","Outer","Lincoln","North Coast",9245287925,1890452492
"2111","Malheur-Outer","Outer","Malheur","Southeast",88327640728,1422765901
"2112","Coos-Center","Center","Coos","Southwest",32846296458,1783626345
"2113","Polk-Inner","Inner","Polk","Willamette Valley",26303551596,535237434
"2114","Polk-Inner","Inner","Polk","Willamette Valley",26303551596,535237434
"2115","Polk-Center","Center","Polk","Willamette Valley",26303551596,535237434
"2116","Marion-Inner","Inner","Marion","Willamette Valley",26303551596,535237434
"2117","Marion-Inner","Inner","Marion","Willamette Valley",26303551596,535237434
"2118","Jefferson-Fringe","Fringe","Jefferson","Northeast",76231954730,338603126
"2119","Jefferson-Fringe","Fringe","Jefferson","Northeast",76231954730,338603126
"2120","Jefferson-Fringe","Fringe","Jefferson","Northeast",76231954730,338603126
"2121","Wasco-Center","Center","Wasco","Northeast",76231954730,338603126
"2122","Wasco-Center","Center","Wasco","Northeast",76231954730,338603126
"2123","Wasco-Center","Center","Wasco","Northeast",76231954730,338603126
"2124","Wasco-Inner","Inner","Wasco","Northeast",76231954730,338603126
"2125","Wasco-Inner","Inner","Wasco","Northeast",76231954730,338603126
"2126","Wasco-Fringe","Fringe","Wasco","Northeast",76231954730,338603126
"2127","Douglas-Inner","Inner","Douglas","Southwest",32846296458,1783626345
"2128","Coos-Fringe","Fringe","Coos","Southwest",32846296458,1783626345
"2129","Coos-Fringe","Fringe","Coos","Southwest",32846296458,1783626345
"2130","Jackson-Inner","Inner","Jackson","Southwest",32846296458,1783626345
"2131","Benton-Center","Center","Benton","Willamette Valley",26303551596,535237434
"2132","Benton-Center","Center","Benton","Willamette Valley",26303551596,535237434
"2133","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"2134","Washington-Center","Center","Washington","Portland Metro",7837455373,126207074
"2135","Washington-Outer","Outer","Washington","Portland Metro",7837455373,126207074
"2136","Benton-Center","Center","Benton","Willamette Valley",26303551596,535237434
"2137","Benton-Center","Center","Benton","Willamette Valley",26303551596,535237434
"2138","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2139","Marion-Outer","Outer","Marion","Willamette Valley",26303551596,535237434
"2140","Marion-Outer","Outer","Marion","Willamette Valley",26303551596,535237434
"2141","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2142","Marion-Fringe","Fringe","Marion","Willamette Valley",26303551596,535237434
"2143","Marion-Outer","Outer","Marion","Willamette Valley",26303551596,535237434
"2144","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2145","Benton-Center","Center","Benton","Willamette Valley",26303551596,535237434
"2146","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2147","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2148","Benton-Center","Center","Benton","Willamette Valley",26303551596,535237434
"2149","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2150","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2151","Marion-Inner","Inner","Marion","Willamette Valley",26303551596,535237434
"2152","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2153","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2154","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2155","Yamhill-Center","Center","Yamhill","Willamette Valley",26303551596,535237434
"2156","Yamhill-Inner","Inner","Yamhill","Willamette Valley",26303551596,535237434
"2157","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2158","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2159","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2160","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2161","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2162","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2163","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2164","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2165","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2166","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2167","Coos-Inner","Inner","Coos","Southwest",32846296458,1783626345
"2168","Union-Fringe","Fringe","Union","Northeast",76231954730,338603126
"2169","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2170","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2171","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2172","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2173","Polk-Fringe","Fringe","Polk","Willamette Valley",26303551596,535237434
"2174","Polk-Inner","Inner","Polk","Willamette Valley",26303551596,535237434
"2175","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2176","Marion-Inner","Inner","Marion","Willamette Valley",26303551596,535237434
"2177","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2178","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2179","Marion-Outer","Outer","Marion","Willamette Valley",26303551596,535237434
"2180","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2181","Marion-Inner","Inner","Marion","Willamette Valley",26303551596,535237434
"2182","Marion-Outer","Outer","Marion","Willamette Valley",26303551596,535237434
"2183","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2184","Umatilla-Center","Center","Umatilla","Northeast",76231954730,338603126
"2185","Benton-Center","Center","Benton","Willamette Valley",26303551596,535237434
"2186","Benton-Outer","Outer","Benton","Willamette Valley",26303551596,535237434
"2187","Benton-Center","Center","Benton","Willamette Valley",26303551596,535237434
"2188","Marion-Outer","Outer","Marion","Willamette Valley",26303551596,535237434
"2189","Linn-Fringe","Fringe","Linn","Willamette Valley",26303551596,535237434
"2190","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"2191","Linn-Fringe","Fringe","Linn","Willamette Valley",26303551596,535237434
"2192","Linn-Outer","Outer","Linn","Willamette Valley",26303551596,535237434
"2193","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"2194","Linn-Outer","Outer","Linn","Willamette Valley",26303551596,535237434
"2195","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"2196","Linn-Fringe","Fringe","Linn","Willamette Valley",26303551596,535237434
"2197","Clackamas-Inner","Inner","Clackamas","Portland Metro",7837455373,126207074
"2198","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2199","Marion-Inner","Inner","Marion","Willamette Valley",26303551596,535237434
"2200","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2201","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"2202","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"2203","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"2204","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2205","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"2206","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2207","Marion-Center","Center","Marion","Willamette Valley",26303551596,535237434
"2208","Umatilla-Center","Center","Umatilla","Northeast",76231954730,338603126
"2209","Umatilla-Center","Center","Umatilla","Northeast",76231954730,338603126
"2210","Umatilla-Center","Center","Umatilla","Northeast",76231954730,338603126
"2211","Linn-Inner","Inner","Linn","Willamette Valley",26303551596,535237434
"2212","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2213","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"2214","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"2215","Umatilla-Center","Center","Umatilla","Northeast",76231954730,338603126
"2216","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"2217","Linn-Inner","Inner","Linn","Willamette Valley",26303551596,535237434
"2218","Linn-Outer","Outer","Linn","Willamette Valley",26303551596,535237434
"2219","Clackamas-Center","Center","Clackamas","Portland Metro",7837455373,126207074
"2220","Linn-Fringe","Fringe","Linn","Willamette Valley",26303551596,535237434
"2221","Clackamas-Center","Center","Clackamas","Portland Metro",7837455373,126207074
"2222","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2223","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2224","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2225","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2226","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2227","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2228","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2229","Lincoln-Fringe","Fringe","Lincoln","North Coast",9245287925,1890452492
"2230","Linn-Center","Center","Linn","Willamette Valley",26303551596,535237434
"2231","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2232","Coos-Outer","Outer","Coos","Southwest",32846296458,1783626345
"2233","Coos-Outer","Outer","Coos","Southwest",32846296458,1783626345
"2234","Coos-Inner","Inner","Coos","Southwest",32846296458,1783626345
"2235","Coos-Fringe","Fringe","Coos","Southwest",32846296458,1783626345
"2236","Lincoln-Fringe","Fringe","Lincoln","North Coast",9245287925,1890452492
"2237","Lincoln-Inner","Inner","Lincoln","North Coast",9245287925,1890452492
"2238","Lincoln-Fringe","Fringe","Lincoln","North Coast",9245287925,1890452492
"2239","Morrow-Outer","Outer","Morrow","Northeast",76231954730,338603126
"2240","Morrow-Outer","Outer","Morrow","Northeast",76231954730,338603126
"2241","Morrow-Fringe","Fringe","Morrow","Northeast",76231954730,338603126
"2242","Morrow-Fringe","Fringe","Morrow","Northeast",76231954730,338603126
"2243","Douglas-Center","Center","Douglas","Southwest",32846296458,1783626345
"2244","Douglas-Center","Center","Douglas","Southwest",32846296458,1783626345
"2245","Douglas-Inner","Inner","Douglas","Southwest",32846296458,1783626345
"2246","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"2247","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"2248","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"2249","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2250","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"2251","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"2252","Lane-Outer","Outer","Lane","Willamette Valley",26303551596,535237434
"2253","Lane-Fringe","Fringe","Lane","Willamette Valley",26303551596,535237434
"2254","Clatsop-Fringe","Fringe","Clatsop","North Coast",9245287925,1890452492
"2255","Lane-Inner","Inner","Lane","Willamette Valley",26303551596,535237434
"2256","Jackson-Fringe","Fringe","Jackson","Southwest",32846296458,1783626345
"2257","Clatsop-Inner","Inner","Clatsop","North Coast",9245287925,1890452492
"2258","Clatsop-Center","Center","Clatsop","North Coast",9245287925,1890452492
"2259","Coos-Fringe","Fringe","Coos","Southwest",32846296458,1783626345
"2260","Columbia-Fringe","Fringe","Columbia","North Coast",9245287925,1890452492
"2261","Columbia-Outer","Outer","Columbia","North Coast",9245287925,1890452492
"2262","Douglas-Outer","Outer","Douglas","Southwest",32846296458,1783626345
"2263","Douglas-Outer","Outer","Douglas","Southwest",32846296458,1783626345
"2264","Douglas-Inner","Inner","Douglas","Southwest",32846296458,1783626345
"2265","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"2266","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"2267","Lane-Outer","Outer","Lane","Willamette Valley",26303551596,535237434
"2268","Douglas-Center","Center","Douglas","Southwest",32846296458,1783626345
"2269","Douglas-Inner","Inner","Douglas","Southwest",32846296458,1783626345
"2270","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"2271","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"2272","Douglas-Inner","Inner","Douglas","Southwest",32846296458,1783626345
"2273","Douglas-Outer","Outer","Douglas","Southwest",32846296458,1783626345
"2274","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"2275","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"2276","Douglas-Outer","Outer","Douglas","Southwest",32846296458,1783626345
"2277","Douglas-Outer","Outer","Douglas","Southwest",32846296458,1783626345
"2278","Douglas-Inner","Inner","Douglas","Southwest",32846296458,1783626345
"2279","Douglas-Center","Center","Douglas","Southwest",32846296458,1783626345
"2280","Douglas-Outer","Outer","Douglas","Southwest",32846296458,1783626345
"2281","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"2282","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"2283","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"2284","Douglas-Outer","Outer","Douglas","Southwest",32846296458,1783626345
"2285","Douglas-Inner","Inner","Douglas","Southwest",32846296458,1783626345
"2286","Douglas-Outer","Outer","Douglas","Southwest",32846296458,1783626345
"2287","Douglas-Inner","Inner","Douglas","Southwest",32846296458,1783626345
"2288","Douglas-Fringe","Fringe","Douglas","Southwest",32846296458,1783626345
"2289","Douglas-Center","Center","Douglas","Southwest",32846296458,1783626345
"2290","Columbia-Outer","Outer","Columbia","North Coast",9245287925,1890452492
"2291","Columbia-Inner","Inner","Columbia","North Coast",9245287925,1890452492
"2292","Jefferson-Fringe","Fringe","Jefferson","Northeast",76231954730,338603126
"2293","Jefferson-Outer","Outer","Jefferson","Northeast",76231954730,338603126
"2294","Jefferson-Inner","Inner","Jefferson","Northeast",76231954730,338603126
"2295","Douglas-Center","Center","Douglas","Southwest",32846296458,1783626345
"2296","Douglas-Center","Center","Douglas","Southwest",32846296458,1783626345
"2297","Douglas-Center","Center","Douglas","Southwest",32846296458,1783626345
"2298","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2299","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2300","Lane-Inner","Inner","Lane","Willamette Valley",26303551596,535237434
"2301","Clackamas-Center","Center","Clackamas","Portland Metro",7837455373,126207074
"2302","Clackamas-Center","Center","Clackamas","Portland Metro",7837455373,126207074
"2303","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2304","Multnomah-Center","Center","Multnomah","Portland Metro",7837455373,126207074
"2305","Deschutes-Outer","Outer","Deschutes","Deschutes",7815590704,94710204
"2306","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"2307","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"2308","Deschutes-Fringe","Fringe","Deschutes","Deschutes",7815590704,94710204
"2309","Deschutes-Inner","Inner","Deschutes","Deschutes",7815590704,94710204
"2310","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"2311","Deschutes-Inner","Inner","Deschutes","Deschutes",7815590704,94710204
"2312","Deschutes-Outer","Outer","Deschutes","Deschutes",7815590704,94710204
"2313","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"2314","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"2315","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"2316","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"2317","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"2318","Deschutes-Inner","Inner","Deschutes","Deschutes",7815590704,94710204
"2319","Deschutes-Center","Center","Deschutes","Deschutes",7815590704,94710204
"2320","Klamath-Inner","Inner","Klamath","Southeast",88327640728,1422765901
"2321","Klamath-Inner","Inner","Klamath","Southeast",88327640728,1422765901
"2322","Klamath-Center","Center","Klamath","Southeast",88327640728,1422765901
"2323","Klamath-Center","Center","Klamath","Southeast",88327640728,1422765901
"2324","Klamath-Center","Center","Klamath","Southeast",88327640728,1422765901
"2325","Klamath-Center","Center","Klamath","Southeast",88327640728,1422765901
"2326","Klamath-Center","Center","Klamath","Southeast",88327640728,1422765901
"2327","Klamath-Center","Center","Klamath","Southeast",88327640728,1422765901
"2328","Klamath-Fringe","Fringe","Klamath","Southeast",88327640728,1422765901
"2329","Clatsop-Fringe","Fringe","Clatsop","North Coast",9245287925,1890452492
"2330","Curry-Fringe","Fringe","Curry","Southwest",32846296458,1783626345
"2331","Curry-Fringe","Fringe","Curry","Southwest",32846296458,1783626345
"2332","Clatsop-Center","Center","Clatsop","North Coast",9245287925,1890452492
"2333","Clatsop-Outer","Outer","Clatsop","North Coast",9245287925,1890452492
"2334","Jackson-Outer","Outer","Jackson","Southwest",32846296458,1783626345
"2335","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2336","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2337","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2338","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2339","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2340","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2341","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2342","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2343","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2344","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2345","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2346","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2347","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2348","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2349","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2350","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2351","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2352","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2353","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2354","Curry-Center","Center","Curry","Southwest",32846296458,1783626345
"2355","Curry-Fringe","Fringe","Curry","Southwest",32846296458,1783626345
"2356","Curry-Fringe","Fringe","Curry","Southwest",32846296458,1783626345
"2357","Curry-Outer","Outer","Curry","Southwest",32846296458,1783626345
"2358","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2359","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2360","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2361","Morrow-Fringe","Fringe","Morrow","Northeast",76231954730,338603126
"2362","Washington-Outer","Outer","Washington","Portland Metro",7837455373,126207074
"2363","Lane-Center","Center","Lane","Willamette Valley",26303551596,535237434
"2364","Lane-Outer","Outer","Lane","Willamette Valley",26303551596,535237434
"2365","Umatilla-Fringe","Fringe","Umatilla","Northeast",76231954730,338603126
"2366","Umatilla-Fringe","Fringe","Umatilla","Northeast",76231954730,338603126
"2367","Umatilla-Outer","Outer","Umatilla","Northeast",76231954730,338603126
"2368","Umatilla-Inner","Inner","Umatilla","Northeast",76231954730,338603126
"2369","Umatilla-Inner","Inner","Umatilla","Northeast",76231954730,338603126
"2370","Umatilla-Fringe","Fringe","Umatilla","Northeast",76231954730,338603126
"2371","Umatilla-Fringe","Fringe","Umatilla","Northeast",76231954730,338603126
"2372","Umatilla-Fringe","Fringe","Umatilla","Northeast",76231954730,338603126
"2373","Umatilla-Outer","Outer","Umatilla","Northeast",76231954730,338603126
"2374","Umatilla-Fringe","Fringe","Umatilla","Northeast",76231954730,338603126
"2375","Wallowa-Fringe","Fringe","Wallowa","Northeast",76231954730,338603126
"2376","Wallowa-Outer","Outer","Wallowa","Northeast",76231954730,338603126
"2377","Wallowa-Fringe","Fringe","Wallowa","Northeast",76231954730,338603126
"2378","Clatsop-Fringe","Fringe","Clatsop","North Coast",9245287925,1890452492
"2379","Clatsop-Inner","Inner","Clatsop","North Coast",9245287925,1890452492
"2380","Clatsop-Inner","Inner","Clatsop","North Coast",9245287925,1890452492
"2381","Clatsop-Inner","Inner","Clatsop","North Coast",9245287925,1890452492
